name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
VOO SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,MUTITO,KITUI,,-1.67,38.32
DONYO SABUK PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.08,37.25
BULA MPYA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.35,37.57
MBONDONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,KILOME,MAKUENI,,-1.64,37.24
GREEN HILL PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.87,37.29
KALUASI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.71,38.28
SAN DAMIANO BOARDING PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.09,37.24
ATTAN PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,NGARE MARA,ISIOLO NORTH,ISIOLO,,0.49,37.61
KYAMUNTHINZA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.65,37.26
NDELA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.87,37.26
LAVERNA DAY AND BOARDING PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.09,37.24
KINAKONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.71,38.25
NEW HOPE LOWA NGILA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,TIGANIA NORTH,BUURI,ISIOLO NORTH,ISIOLO,,0.47,37.61
KATULYE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.81,37.28
MBALUKU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.65,37.28
MAKAYA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.69,38.23
DARUBINI ACADEMY PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.08,37.25
AREMET PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO WEST,ISIOLO NORTH,ISIOLO,,0.44,37.58
KASUVILO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.84,37.3
KATUNDU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.66,38.2
KITONYINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.64,37.28
MANANJA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.85,37.27
KYAANGO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.65,38.21
KISITIMANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KIANZABE,KANGUNDO,MACHAKOS,,-1.12,37.31
SHAMBANI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO WEST,ISIOLO NORTH,ISIOLO,,0.38,37.57
MATEMA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.85,37.26
MUAMBANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.65,38.23
MUUMANDU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.66,37.28
KITAMBAASYE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.13,37.29
KAMPI GARBA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.39,37.59
MAANGULI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.85,37.24
KATAKA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.58,38.19
KILIKU PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.16,37.27
MURI-FARM PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.86,37.25
GLORIA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
KAVETE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.28
KWAMUTU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.11,37.29
KITHANAKE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.61,38.19
MATHENGETA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.79,37.28
PEPO LA TUMAINI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
KIVANDINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.67,37.27
MUNYUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.6,38.24
TUMUTUMU PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.8,37.3
NDALANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,MUTITO,KITUI,,-1.57,38.26
LIONS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
KALANZONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,KILOME,MAKUENI,,-1.71,37.26
ITETANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.11,37.27
MIU ABC PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.33,37.41
AKILI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO WEST,ISIOLO NORTH,ISIOLO,,0.31,37.55
IMALE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.67,38.26
LUSAM GLORIOUS PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.08,37.25
KWAMBALU PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.32,37.4
MALILI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KIIMA KIU,KILOME,MAKUENI,,-1.74,37.25
KIANGINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,MUTITO,KITUI,,-1.62,38.28
ELSA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO WEST,ISIOLO NORTH,ISIOLO,,0.28,37.54
MUKUYUNI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.34,37.39
NDULYA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.08,37.22
NGIINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KIIMA KIU,KILOME,MAKUENI,,-1.75,37.27
NZUNGUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,KITUI SOUTH,KITUI,,-1.72,38.39
UPPER HILL PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
MAGODO COMPLEX PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.35,37.39
KWASYOKIMANZA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.1,37.21
KIKONGONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,KILOME,MAKUENI,,-1.73,37.27
KASANG'U PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,MUTITO,KITUI,,-1.64,38.43
KITHUAINI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.34,37.4
KISEKINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.1,37.2
IANZONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.31
WASO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
MANYATTA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.35,37.4
NDULUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,VOO,MUTITO,KITUI,,-1.66,38.37
KINYUNGU HGM PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.37,37.4
KYANGULI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.3
AL-GANI GIRLS PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.33,38.2
ST JOSEPH PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.11,37.2
KIVAANI TOWNSHIP PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.36,37.39
KIVYUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.83,38.32
MATITHINI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.38,37.39
KYAMAKO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.84,38.33
KINNA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.32,38.21
KYELENI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.12,37.2
KAVYUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,LUMBWA,MACHAKOS TOWN,MACHAKOS,,-1.7,37.3
KAMANZI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.39,37.39
ISAA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,NDAKANI,KITUI SOUTH,KITUI,,-1.81,38.37
DUSE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.32,38.21
IIETUNE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.4,37.38
KAVETE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,NDAKANI,KITUI SOUTH,KITUI,,-1.83,38.39
SYUMBUNI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.13,37.21
KYAMUNYUU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.66,37.31
MALATANI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.37,37.38
MUTHA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.79,38.42
NZAMBANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.13,37.23
NZAINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.66,37.33
RAPSU PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.26,38.25
MUTHA SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.79,38.42
KIVI DEB PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.36,37.38
MAKEKEE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.77,38.45
KIATINENI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.1,37.23
ST. JOHN MIAANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.66,37.34
WAKO WARIO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.29,38.19
NGOMANI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.35,37.38
KAATENE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.75,38.44
KITULUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.16,37.24
KIKUMBO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KATANGA,MACHAKOS TOWN,MACHAKOS,,-1.66,37.36
KATHINI SA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.36,37.36
GALMADIDO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KINNA,ISIOLO SOUTH,ISIOLO,,0.31,38.2
KWAKATHULE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.38,37.37
KASIONI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.15,37.22
KALAMBANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.66,38.5
KIUU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.35
DIDA ABAKIRI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KULAMAWE,ISIOLO SOUTH,ISIOLO,,0.73,38.27
KATHOME PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.39,37.36
IKANDANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.67,38.56
KITITU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.37
KULA MAWE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KULAMAWE,ISIOLO SOUTH,ISIOLO,,0.57,38.2
KIKUYUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.16,37.2
KAKUTHA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.38,37.35
KYAANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.35
NGAANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.81,38.47
KWA KASIVI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.17,37.19
KITHUNTHI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.37,37.36
IIYUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.33
DABASITI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,KINNA,KULAMAWE,ISIOLO SOUTH,ISIOLO,,0.57,38.19
KAAYO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI WEST,KITUI,,-1.82,38.31
KYEVALUKI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.4,37.36
KATHIANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.18,37.23
MAKOSI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.81,38.26
KOLA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.7,37.33
NAGAA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,GARBA TULLA,ISIOLO SOUTH,ISIOLO,,0.54,38.52
KIOMO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.41,37.36
NGUSWINI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.8,38.31
KAMWANYANI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.41,37.35
KIATI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.75,38.27
KWALE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.2,37.21
MIKONO PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.7,37.35
MALKADAKA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,MALKA DAKA,ISIOLO SOUTH,ISIOLO,,0.84,38.49
KILINDILONI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.35,37.39
KIMUU PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.74,38.3
NDOVOINI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.23,37.19
KOMBUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.69,37.36
GAFRASA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,GARBA TULLA NORTH,ISIOLO SOUTH,ISIOLO,,0.94,38.59
KAKUYUNI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.36,37.34
KENGO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MATHIMA,KITUI SOUTH,KITUI,,-1.79,38.33
NG'ALALYA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.22,37.21
KATANGA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.69,37.38
MUCHURO PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,GARBA TULLA NORTH,ISIOLO SOUTH,ISIOLO,,0.96,38.63
KWAMWENZE PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.35,37.36
KIVILI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.76,38.37
MATUU ESTATE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.22,37.24
KYAKITOVE PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.69,37.38
MATUU ESTATE ACADEMY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.22,37.24
KAVILINGONI PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KANGUNDO,MACHAKOS,,-1.34,37.35
KYANGOTO PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,MUTHA,KITUI SOUTH,KITUI,,-1.75,38.47
MBUSYANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.68,37.4
KOMBOLA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,GARBA TULLA NORTH,ISIOLO SOUTH,ISIOLO,,0.99,38.66
ILAMBA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,KITUI,MUTHA,NDAKANI,KITUI SOUTH,KITUI,,-1.84,38.45
KYAAKA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,KANGUNDO,MACHAKOS,,-1.34,37.34
MBUANI PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,KALAMA,KOLA,MACHAKOS TOWN,MACHAKOS,,-1.67,37.39
DAAWA PRI SCH,PRIMARY SCHOOL,PUBLIC,EASTERN,ISIOLO,GARBA TULLA,GARBA TULLA,ISIOLO SOUTH,ISIOLO,,0.53,38.51
KWA KISINGA PRIMARY,PRIMARY SCHOOL,PUBLIC,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.23,37.24
