name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
SUNSHINE MORNING STAR ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MUTITU,KITUI,,0.04,36.42
NINETY ONE MUNICIPALITY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.03,36.36
ORONKAI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,ORONKAI,BARINGO,,-0.96,34.99
FALLING WATERS ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.04,36.36
HEKIMA ACADEMY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,KAPUNE,NYANZA,,-0.94,35
NJIPISHIP PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,ORONKAI,BARINGO,,-0.94,35
MOUNT ANGELS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.04,36.36
KINGS JUNIOR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.03,36.34
OLMELIL PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,KAPUNE,NYANZA,,-0.9,35
NEW LIFE ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.03,36.36
NENTEKENY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,NKARARO,NAROK,,-1.06,34.8
WORLD HOPE ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.02,36.36
STAREHE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.03,36.36
ILDOLISHO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ISAMPIN,BARINGO,,-1.05,34.76
ST PAULS' ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.04,36.36
ENOORETET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.06,34.73
NTHONZWENI PRY,PRIMARY SCHOOL,PUBLIC,EASTERN,MAKUENI,KEE,KEE,KAITI,MAKUENI,,-1.74,37.36
NENKAI ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.02,34.73
ENOOSAEN PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.02,34.73
SAMUEL KAMANDE MWAURA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.04,36.36
KEENS ENOOSAEN ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.02,34.72
2005 MUNICIPALITY MARIAKANI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MAINA,NYANDARUA,,0.05,36.35
EMPURKEL PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-0.99,34.72
JOHN PAUL II PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.03,36.35
ILPASHIRE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,OLOLTARE,KAJIADO,,-1,34.67
EWASO NYIRO ELITE 'B' PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.04,36.35
KARDA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,OLOLTARE,KAJIADO,,-1.02,34.62
THAMA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MAINA,NYANDARUA,,0.06,36.36
OLASENUA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,SIKAWA,BARINGO,,-1.07,34.62
ST PAULS NYAHURURU ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MAINA,NYANDARUA,,0.06,36.36
KIIKAT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,SIKAWA,BARINGO,,-1.1,34.66
MAINA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MAINA,NYANDARUA,,0.07,36.36
SIKAWA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,SIKAWA,BARINGO,,-1.05,34.64
SILALE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,LAIKIPIA,,0.08,36.36
OLOONTARE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,OLOLTARE,KAJIADO,,-0.99,34.65
RWATHIA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MUTITU,KITUI,,0.08,36.39
NTUKA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,OLOLTARE,KAJIADO,,-1.03,34.68
LOSOGWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.04,36.32
OLDANYATI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,SIKAWA,BARINGO,,-1.07,34.69
VALEY VIEW ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.04,36.32
NAAROLONG PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MASURURA,NYANZA,,-1.15,34.67
HEROES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.06,36.31
KINYIBOL PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MASURURA,NYANZA,,-1.15,34.71
MASURURA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MASURURA,NYANZA,,-1.19,34.7
KIHEO PRISCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.05,36.33
OLMAKAU PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MASURURA,NYANZA,,-1.16,34.64
NYAHURURU VICTORY ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.04,36.33
INDONYO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MASURURA,NYANZA,,-1.14,34.64
IGWAMITI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.04,36.3
ENEMASI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MOITA,KAJIADO,,-1.11,34.69
SHAMANEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.05,36.28
MOITA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,MOITA,KAJIADO,,-1.1,34.72
KARANGI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.08,36.28
EREKO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,NKARARO,NAROK,,-1.08,34.73
LAIKIPIA CAMPUS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.04,36.28
NKARARO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,NKARARO,NAROK,,-1.08,34.76
RUGONGO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0,36.26
KERETO DAY ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,NKARARO,NAROK,,-1.08,34.75
MUMMY'S JUNIOR PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.02,36.28
MARANATHA FAITH PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,NKARARO,NAROK,,-1.07,34.76
HUHO-INI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.01,36.28
BETHAS ACADEMY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.02,34.74
KIGUMO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,IGWAMITI,NYANDARUA,,0.02,36.3
JUPITER ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MAINA,NYANDARUA,,0.05,36.35
ISAMPIN PRI SCHOOL,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,ENOOSANE,NAROK,,-1.02,34.76
MARAWAY ACADEMY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,NAROK,OSUPUKO,NAROK SOUTH,LOWER MELILI,NAROK,,-1.15,35.75
OLEREKO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,TRANS MARA,KEIYAN,KILGORIS,SHAKOE,NAROK,,-0.99,34.76
KAPSANGARU PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.79,35.23
SOLYOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KANUSIN,BARINGO,,-0.79,35.25
CHEBITET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KANUSIN,BARINGO,,-0.8,35.26
BMBANIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.8,35.11
KAPKELEI ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.79,35.13
KAPKELEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.79,35.13
MOTIRET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.14
BETHLEHEM MISSION ACA. PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.14
KAPMAKITUI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.14
UMOJA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.86,35.18
CHEBUI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.8,35.15
KIRICHA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.79,35.15
KIMANANGA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.85,35.19
KIRICHA JUNIOR ACA. PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.79,35.16
KASAR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.22,35.67
SIGORIAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.16
KAPTWOLO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.89,35.17
SETANO PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.21,35.61
SIGORIAN ACA.PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.16
TUMAINI ACA.PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.88,35.17
ENEGO PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.22,35.62
KAMABWAI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.81,35.17
KIPTAGE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.87,35.18
TEBER PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.22,35.64
CHEPSEGEM PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.83,35.16
MASINDONI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.89,35.15
OLDEBESI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.83,35.14
CHELELACH PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.9,35.16
KIPTABACH PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.23,35.65
EMMANUEL ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.83,35.14
KOCHOLWO PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.23,35.66
LELBARAK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,MOGOR,NAROK,,-0.92,35.17
BETHEL ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.83,35.14
ST PAUL KABECHEI PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KOCHOLWO,ELGEYO-MARAKWET,,0.22,35.65
KATARET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,MOGOR,NAROK,,-0.9,35.16
KAMENES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,KAPKELEI,KERICHO,,-0.84,35.13
CHEBONET PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.65,35.47
KIPSINGEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.86,35.13
REBERWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.87,35.2
SERGOIT PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.68,35.44
EXODUS JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.85,35.13
HOLY FAMILY MONTESORI-SIONGIROI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.9,35.21
KAPLAMAI PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.69,35.42
KAGASIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.84,35.11
KAPSINENDET CENTRAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.91,35.23
KAPSINENDE PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.68,35.41
ST. THERESA'S PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.84,35.1
KIBARGOIYET PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.7,35.44
NDANAI TOWNSHIP PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.84,35.1
NGENENET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.92,35.24
CHBOKOKWA PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,CHEBAROR,NANDI,,0.69,35.49
NDANAI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.84,35.09
GOOWILL ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.91,35.21
KAPKESSUM PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,CHEBAROR,NANDI,,0.69,35.47
NDAMICHONIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,SOTIK,MAKIMENY,TRANS NZOIA,,-0.8,35.19
BINGWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,BINGWA,WEST POKOT,,-0.9,35.19
KIPTABUS PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.67,35.49
SARAMEK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,SOTIK,MAKIMENY,TRANS NZOIA,,-0.82,35.19
KABISIMBA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.92,35.21
KOISUNGUR ACADEMY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.68,35.5
KIBOSON PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,MAKIMENY,TRANS NZOIA,,-0.82,35.17
KAMUNGEI CHRISTIAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.94,35.22
KATALEL ACADEMY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,KAMARINY,KEIYO NORTH,IRONG,BOMET,,0.64,35.47
ROTIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.82,35.08
TURESIA GIRLS BOARDING PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,SOY,KEIYO SOUTH,SOY,UASIN GISHU,,0.31,35.58
CHEMAGEL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,SIONGIROI,BOMET,,-0.93,35.23
CHEPKALWAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.81,35.09
KOWACHI PRIMARY,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,SOY,KEIYO SOUTH,SOY,UASIN GISHU,,0.3,35.58
KAMAGET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-0.95,35.22
CHEPKEIGEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.81,35.1
NGOBISI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,SOY,KEIYO SOUTH,SOY,UASIN GISHU,,0.33,35.59
CHEPONJIRAI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-0.95,35.23
MOSONIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.82,35.11
KEWAPMWEN PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KEIYO,SOY,KEIYO SOUTH,SOY,UASIN GISHU,,0.31,35.6
TILANGOK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-0.97,35.23
KIPTENDEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.83,35.11
CHEPYORGIN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KOIBATEK,EMINING,MOGOTIO,KOIBOS-SOI,BOMET,,0.35,35.94
TAKITECH PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.83,35.1
KAPLELWO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KOIBATEK,EMINING,MOGOTIO,KOIBOS - SOI,BOMET,,0.38,35.96
SOGORORBEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-0.98,35.21
CHERIBO JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,NDANAI,BOMET,,-0.86,35.11
KAMUSANGA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-0.99,35.19
KAMEGUNYET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,ABOSI,NYAMIRA,,-0.87,35.12
LELEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,KOIBATEK,EMINING,MOGOTIO,KOIBOS SOI,UASIN GISHU,,0.35,35.97
BORUT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SIONGIROI,CHEPALUNGU,CHEBUNYO,WEST POKOT,,-1,35.2
KAPCHEMIBET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,NDANAI,SOTIK,ABOSI,NYAMIRA,,-0.86,35.11
