name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
ANNOINTED  PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.26,36.88
OKOA MAISHA EDUCATIONAL CENTRE (PRI),PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
HIGHGATE CHILDRENS DEVELOPMENT TRAINING ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,MWIKI,KASARANI,NAIROBI,,-1.23,36.92
TRUE GRACE SCH PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
NYOTA EDC CNTR,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.26,36.88
HEARDS OF CARE AND HOPE CENTRE (PRI),PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,NAIROBI,,-1.25,36.87
ST. PAUL'S ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
SUCCESS JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
KINGS JUNIOR PRIMARY SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.26,36.88
BRETHREN ASSEMBLY ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,RUARAKA,STAREHE,NAIROBI,,-1.25,36.87
ST. MONICA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
TEHILLAH CHILDREN CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
LITTLE BEES PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
HAPPY JUNIOR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.93
RESSURECTED ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
SPARKLE REHEMA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
KELLYN ACADEMY  PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
TRUSTED CARE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
DONOKO KARIOBANGI  PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
JOYLANDS JNR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
GLORIOUS VISION SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
BIRDS OF HOPE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
FAITH ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
RIVERSIDE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
DYCENT VIEW ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.26,36.88
JAMUAN ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
JERICHO BAPTIST CHURCH -PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.29,36.87
AIPCA NGEI 2 JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.26,36.87
BRIGHT ANJELS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.26,36.88
NYAWAI ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
VISION SHINNERS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.26,36.87
EXODUS JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.88
CHARIOTS EDUCATIONAL CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.93
SILVERGATE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,EMBAKASI,NAIROBI,,-1.28,36.87
GTMD BLUE BELL SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,MAKADARA,NAIROBI,,-1.26,36.86
PCEA KARIOBANGI NORTH ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
ST CATHRINE PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MUKURU NYAYO,MAKADARA,NAIROBI,,-1.3,36.83
APCA MATHARE NO. 10 ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
WATOTO WETU CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
PIPELINE MUKURU ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.31,36.89
MATHARE COMMUNITY OUTREACH SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
SHEPHARDS JUNOIR SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.88
EMMAUS JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
ABUNDANT LIFE SELF HELP SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
ELO-HIM ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
VALLEY VIEW ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
JAWIN JNR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
ST JAMES FEEDING PROGRAMME AND LEARNING PROJECT PR,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
THOMAS BURKE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.29,36.88
SHAMMAR SPRINGS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
AGAPE JUNIOR CENTRE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.85
JOHARI JNR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
GOLDEN HOUR JNR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
UZIMA ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
BLESSINGS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.29,36.86
GENESIS JOY PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.85
SILVER BRIDGE SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.32,36.89
HAPPYLAND PREP SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.87
MCEDO SCH (PRI),PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.85
JUNIOR CAMPUS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,EMBAKASI,NAIROBI,,-1.31,36.9
TERYSAM MONTESSORI ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.87
NEW MATHARE SCH (PRI),PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.86
DESCA JNR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,EMBAKASI,NAIROBI,,-1.31,36.9
MAGODO CHILDRENS HOME - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.87
CASO UPENDO ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,NAIROBI,,-1.26,36.86
JOBBELFER ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.31,36.89
RUMSFIELD ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.85
HERITAGE SCH OF KENYA NUR,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.75
JAMII COMMUNITY CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,EMBAKASI,NAIROBI,,-1.31,36.89
DOMINIQUE JUNIOR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.88
KANYOROSHA SELF HELP SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.26,36.75
RICKEN DAY CARE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,NAIROBI,,-1.28,36.91
WANJA & KIM COMP SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.28,36.88
ST PAUL PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.85
A HAPPY OFFER CHILDRENS CENTER,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,NAIROBI,,-1.28,36.92
BURUBURU CHURCH OF GOD PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MAKADARA,MAKADARA,NAIROBI,,-1.29,36.88
MATOPENI PRIMARY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,NJIRU,EMBAKASI,NAIROBI,,-1.26,36.93
EDEN JUNNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.84
FUNZO JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,STAREHE,NAIROBI,,-1.26,36.84
YOUNG STARS PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,NJIRU,EMBAKASI,NAIROBI,,-1.26,36.93
HARVEST MISSION PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MATHARE,KAMUKUNJI,NAIROBI,,-1.26,36.84
DANDORA MINORATES PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,NJIRU,EMBAKASI,NAIROBI,,-1.24,36.92
NAIROBI ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.75
KANGEMI CHILDREN CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.27,36.75
GLOBAL ACADEMY-PRI.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.91
KAG JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,MLANGO KUBWA,STAREHE,NAIROBI,,-1.26,36.84
AL MADRASA PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.36,36.76
WARUKU MILLENIUM SELFHELP GROUP PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.26,36.76
PENUCCI EDC CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,RUAI,EMBAKASI,NAIROBI,,-1.26,37.02
SOLIDARITY CHILD RESCUE SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,LANGATA,NAIROBI,,-1.22,36.92
CHURCH OF THE ROCK ACADEMY- PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KAREN LANGATA,LANGATA,NAIROBI,,-1.36,36.73
LOVING CONCERN EDUCATION CENTRE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.26,36.84
HAMONI SELFHELP SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,DAGORETTI,NAIROBI,,-1.27,36.75
MT LAVERNA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.92
THUITA DAYCARE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,RUAI,EMBAKASI,NAIROBI,,-1.26,36.99
GREAT SAINTS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.27,36.75
ST FRANCIS INTEGRATED PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.37,36.74
SPORTSVIEW ST MARYS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.9
KANGEMI VALLEY ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.27,36.74
KILIMANI JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.36,36.74
ST RACHAEL JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.26,36.84
FRIDOM JUNIOR SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,NAIROBI,,-1.28,36.89
GLAD TOTO JUNIOR SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.26,36.84
BREMIER SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,DAGORETTI,NAIROBI,,-1.26,36.73
THE NAIROBI JAPANESE SCH-ELEMENTARY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.33,36.75
SPRING FIELDS PRMARY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,NAIROBI,,-1.28,36.88
TOTAL CARE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.27,36.84
KYUNA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KITISURU,WESTLANDS,NAIROBI,,-1.25,36.76
SHILIDA ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.33,36.76
LAURA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,NAIROBI,,-1.29,36.89
REDEMPTAS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.27,36.84
NEMI ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.26,36.84
MAKINI JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.81
BOMA PARK PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.77
KAHUHO ROAD PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.29,36.73
MATHARE FAMILY HOPE CENTRE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.26,36.84
BROOKHOUSE SCHOOLS-PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.76
GREEN COTTAGE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.9
COMMUNITY CARE EDUCATIONAL ORGANIZATION PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,PANGANI,STAREHE,NAIROBI,,-1.26,36.84
DESAI MEMORIAL PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,KAWANGWARE,DAGORETTI,NAIROBI,,-1.27,36.75
BANDA SCHOOL-PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.36,36.77
MARION ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.9
COMPUERA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.27,36.8
LANGATA JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,LANGATA,NAIROBI,,-1.33,36.78
KIWANJA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.17,36.92
PCEA LANGATA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,LANGATA,NAIROBI,,-1.33,36.78
KIWANJA BRIGHT STAR PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.17,36.92
TALENT ACADEMY PRI.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,LANGATA,NAIROBI,,-1.32,36.78
DORBEN JUNIOR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.17,36.91
MAXWELL ADVENTIST PREP. SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.81
VENDRAMINI EDUCATION CENTER,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.91
MALEZI SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,LANGATA,NAIROBI,,-1.32,36.79
REBY PETER MEMORIAL ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.91
ALLEN GROVE SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.8
THREE STARS ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.9
ST. NICHOLAS SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.8
KAHAWA BAPTIST PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.9
ST. CHRISTOPHER'S PREP. SCH  - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.3,36.79
BAS ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,LANGATA,NAIROBI,,-1.18,36.9
YOUNG ANGELS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,KARIOKOR,STAREHE,NAIROBI,,-1.27,36.84
IVY PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.19,36.9
JONATHAN GLOAG ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.82
VINEYARD SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.77
FUNGUO PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.81
ST. HANNAH'S PREPARATORY SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.3,36.77
ALL SAINTS CATHEDRAL PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.81
ST. NICHOLAS ANNEX PREP. SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.3,36.78
DRUG FIGHTERS PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
NEW HOPE OUTREACH MINISTRIES PRI SCH.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.81
MARANATHA LAINI SABA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
SHREE CUTCHI LEVA PATEL PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.82
RIARA ROAD PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,LAVINGTON,WESTLANDS,NAIROBI,,-1.3,36.77
MOI EDUCATIONAL CENTER- PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,LANGATA,NAIROBI,,-1.31,36.82
