name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
FAMILIA TAKATIFU PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,RUMURUTI,LAIKIPIA WEST,RUMURUTI,LAIKIPIA,,0.27,36.54
RUMURUTI ST. PAUL ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,RUMURUTI,LAIKIPIA WEST,RUMURUTI,LAIKIPIA,,0.27,36.54
ST. ANN ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,TRANS-NZOIA,,1.15,34.96
ST. TERESA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,TRANS-NZOIA,,1.16,34.95
LANGALANGA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KARUNGA,LAIKIPIA,,-0.5,36.37
THE GRADUATE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KARUNGA,LAIKIPIA,,-0.52,36.36
KAIMBEI ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,TRANS-NZOIA,,1.14,34.9
ROPHIS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHEPSIRO,WEST POKOT,,0.96,35.26
NEEMA CHEBARUS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHEPSIRO,WEST POKOT,,0.96,35.25
POPE BENEDICT XVI PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHEPSIRO,WEST POKOT,,0.96,35.24
ROYAL LOBES ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,TRANS-NZOIA,,1.21,34.9
SOTI ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHEPSIRO,WEST POKOT,,0.96,35.29
CHEMOSET PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHEPSIRO,WEST POKOT,,0.93,35.29
ZEA ROYAL  AIC PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,TRANS-NZOIA,,1.09,34.93
OKOA ACAD PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,RUMURUTI,LAIKIPIA WEST,SALAAMA,MOMBASA,,0.14,36.5
RUIRU ACADEMY PRI GOSETA,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.08,35.06
ST. BAKHITA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.07,35.06
USHINDI ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.07,35.05
KIMARAN ELITE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.1,35.02
KAPLELUCH PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,1.01,35.2
CHERANGANY FRIENDS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.99,35.22
MERRY LAND PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,1.02,35.2
INTERGRITY CENTRE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.98,35.22
FRIENDS BRIGHT ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,CHERANGANY,KAISAGAT,UASIN GISHU,,1.18,35.11
KIDRON BROOKE JUNIOR PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,GITUAMBA,KIAMBU,,0.29,36.26
BISHOP MUGE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.13,35.08
MIREMBE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAISAGAT,UASIN GISHU,,1.15,35.08
PERKERRA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.93,35.18
GREENVALLEY ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,0.98,34.92
MICHE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.94,35.18
ST PEVA ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,GITUAMBA,KIAMBU,,0.3,36.25
KAHAWA ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,GITUAMBA,KIAMBU,,0.31,36.26
SOLOWA ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,DAIGA,KIAMBU,,0.06,37.11
DIWOPA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,NAIROBI,,-1.27,36.91
NANYUKI PREPARATORY PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,MUNICIPALITY,LAIKIPIA,,0.02,37.08
ST. CHRISTOPHER'S ACA. PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,NANYUKI,LAIKIPIA,,0.01,37.08
MAMUROCK JUNIOR ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,BAHATI,NAKURU,,0.01,37.06
BENAM PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,MUNICIPALITY,LAIKIPIA,,1.04,34.99
KITALE PROGRESSIVE SCH PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.05,35
DAYSTAR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.05,35
BARAKA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,MUNICIPALITY,LAIKIPIA,,1.04,35
SUNSHINE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,MUNICIPALITY,LAIKIPIA,,1.04,34.99
JANE AND HILDA ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,MARURA,LAIKIPIA,,0,37.05
NANYUKI NEEMA ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,MARURA,LAIKIPIA,,0,37.06
JUNIOR KIN AND KINGS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.04,35
HILLTOP PREP SCH PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.05,35.01
ST. MARY IMMACULATE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.03,35.01
ACK KALALU PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,DAIGA,KIAMBU,,0.06,37.19
BURNNETT PREP SCH PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.03,35.02
AQUINOE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.03,35.03
VICTORY JUNIOR ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,DAIGA,KIAMBU,,0.06,37.18
JOYLAND ACACDEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.04,35.03
QUIET WATERS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.04,35.03
ST. JOHN BOSCO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.05,35.05
FAITH IS VICTOTRY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL - TRANS NZOIA,SABOTI,KIBOMET,TRANS-NZOIA,,1.02,35.04
ELIMU ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,CENTRAL - LAIKIPIA,LAIKIPIA EAST,NTURUKUMA,TRANS-NZOIA,,0.03,37.09
MAMA J'S ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.05,34.96
SEED OF HOPE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.06,34.96
GOOD HOPE ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,LAMURIA,LAIKIPIA EAST,TIGITHI,LAIKIPIA,,-0.06,36.96
NEEMA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.12,35
FRIENDS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.14,35
VISION KIAMBOGO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KIAMBOGO,KIAMBU,,-0.58,36.14
DOALNARA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.14,34.98
MANYATTA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KIAMBOGO,KIAMBU,,-0.56,36.17
KWANZA SUN RISE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KWANZA,TRANS-NZOIA,,1.16,35.03
GERIZIM ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,MUHOTETU,NYANDARUA,,0.32,36.36
DAMSITE JUNIOR PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,MUHOTETU,NYANDARUA,,0.35,36.38
MBIO ACACDEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1,34.88
SIMATWET RC PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.95,35.32
KINAMBA ST TERESA ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.41,36.31
KIPTANDANI BAPTIST PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1,34.89
PANOCAL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.01,34.87
SILVERSTONE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1,34.9
HOSANNA COMPLEX PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.42,36.33
KATALEEL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.02,34.92
NGARUA DESTINY PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.42,36.32
MUNTAIN VIEW PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.02,34.91
KITALALE PREP PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.02,34.91
UNIQUE IDEAL ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.46,36.32
KALYEET PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.01,34.91
EMMANUEL JUNIOR ACACDEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1.01,34.91
SKY VISION ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,KIPTOROR,NANDI,,1.03,35.3
CEM GOOD HOPE ACA. PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.46,36.29
MIMA ELLITE ACACDEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KINYORO,TRANS NZOIA,,1,34.86
PAMARI JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,KIPTOROR,NANDI,,1.02,35.27
KONY ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KISAWAI,KIAMBU,,1,34.82
CHERANGANY UPENDO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,KIPTOROR,NANDI,,1.03,35.26
TANDARE JUNIOR ACA PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.38,36.29
SAEKWO ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KIBPROA,KIAMBU,,0.97,34.81
TUMAINI HILLS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,SUWERWA,KIAMBU,,1.05,35.27
ST. JOSEPH LAIKIPIA ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.43,36.29
HILL SCHOOL ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,SABOTI,TRANS NZOIA,,0.93,34.76
ST. MATHEWS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KIBPROA,KIAMBU,,0.94,34.97
ROYAL GLORY ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.45,36.35
CLASSIC PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,SUWERWA,KIAMBU,,1.05,35.22
MOSS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,SABOTI,TRANS NZOIA,,0.94,34.85
KIRUNGUBII ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,SIPILI,LAIKIPIA,,0.42,36.36
CHEPTILIL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,SABOTI,TRANS NZOIA,,0.95,34.83
ST LUCIA PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,KINAMBA,KIAMBU,,0.41,36.35
WELFARE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,MAKUTANO,KIAMBU,,1.09,35.17
EVERGREEN EDUCATIONAL CENTRE,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,KIBPROA,KIAMBU,,0.94,34.78
SISELA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,MAKUTANO,KIAMBU,,1.04,35.19
LIMA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,SABOTI,SABOTI,SABOTI,TRANS NZOIA,,0.92,34.86
CARLIFONIA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SINYERERE,TRANS-NZOIA,,1.04,35.12
BIDII ACA PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,LAIKIPIA,NGARUA,LAIKIPIA WEST,SIPILI,LAIKIPIA,,0.42,36.38
MAX GS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SITATUNGA,TRANS-NZOIA,,1.03,35.12
MT. OLIVES ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SITATUNGA,TRANS-NZOIA,,1.03,35.12
NGAKORIYEK ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,CENTRAL - TURKANA,TURKANA CENTRAL,LODWAR TOWN,TURKANA,,3.1,35.61
AIC NAKULUJA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,CENTRAL - TURKANA,TURKANA CENTRAL,LODWAR TOWN,TURKANA,,3.12,35.61
AFRESOMO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SINYERERE,TRANS-NZOIA,,1.11,35.13
CHRENGANY HILLS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SINYERERE,TRANS-NZOIA,,1.09,35.14
MUHIASON ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,CHERANGANY,SINYERERE,TRANS-NZOIA,,1.13,35.16
CREST ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.26,35.74
MUTIRITHIA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOSOP,MOLO,NAKURU,,-0.24,35.73
NAOMI PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.72
NAZARITE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.73
SUNSHINE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.73
3-WAY ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.23,35.71
ECHAMI LEARNING CENTER PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.71,34.87
KAKUMA MUSLIM ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.71,34.86
MWERISTAR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.72
NOBOLE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOCHONGOI,BARINGO,,-0.22,35.74
CUSH PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
MALAKAL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
KADUGULI PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
JUBA GIRLS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.83
MILIMANI ELLITE PRI SC,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.73
SOBAT PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.83
CHAZON SHOOLS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,NAKURU,,-0.24,35.73
IMATONG PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.83
RAJA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
SHAMBE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
TORIT PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.84
ROOTS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.34,36.17
FUJI ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.75,34.82
HORSEED PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.76,34.83
PALOTAKA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.77,34.82
ANGELINA JOLIE GIRLS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.83
NGUDENG' PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.72,34.85
MOGADISHU PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.72,34.85
MAWAKA JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.5,36.3
SPRINGS JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.5,36.31
ST. DANIEL KOMBONI PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.5,36.32
